name,detailed_info,address,tags
황소식당,선운산 입구에 있는 황소식당은 주 메뉴인 풍천 장어구이가 유명한 집이다. 풍천장어는 물론이고 콩나물국밥도 판매하고 있다.,전북특별자치도 고창군 아산면 중촌길 15 ,"['#고창군', '#맛집', '#음식', '#풍천장어']"
군산아구찜,고창의 군산아구찜은 주문 즉시 만들어 주는 요리이기 때문에 15분 정도 걸린다. 군산아구찜은 주 메뉴는 물론 갈비탕도 준비되어있다. 정돈이 잘 되어 있는 넓은 홀을 가지고 있다.,전북특별자치도 고창군 고창읍 성산2길 41 ,"['#갈비탕', '#고창군', '#맛집', '#아구찜', '#아구찜', '#음식']"
고향식당,"3대째 맛을 이어오고 있는 전통 장어구이 전문식당으로 현지인이 추천하는 고창의 맛집이다. 풍천장어구이가 주메뉴인 고향식당은 순수 국내산 풍천장어를 엄선하여 30여 가지의 생과일과 한약재로 24시간 동안 정성껏 우려낸 소스를 발라 장어의 특유의 육즙과 맛을 유지하고 있다. 풍천장어는 강물과 바닷물이 어우리는 곳이면 어디서든지 구경할 수 있는 뱀장어의 일종이지만 선운산의 풍천장어는 그 맛이 더욱 담백하고 구수하다. 장어구이뿐만 아니라 산채비빔밥, 도토리묵 등 메뉴가 다양해서 장어를 먹지 않는 사람들도 맛있는 한 끼를 즐길 수 있다. 정갈하고 맛깔스러운 반찬들은 텃밭에서 직접 재배한 재료로 만들어 제공되고 있다.",전북특별자치도 고창군 아산면 중촌길 20-3 ,"['#고창맛집', '#더덕구이', '#도토리묵담백한_맛', '#맛집', '#비빔밥', '#산채돌솥비빔밥', '#선운산맛집', '#음식', '#풍천장어', '#풍천장어구이']"
선운사 산장회관,28년 넘게 운영해 온 장어구이 전문점으로 순수한 한국음식의 맛을 느낄 수 있는 곳이다. 전라도의 음식맛을 즐기며 정면으로 보이는 산세의 웅장함 또한 느낄 수 있다. 전라북도 향토음식 지정점인 모범업소이다. (전라북도 지정  향토전통음식점),전북특별자치도 고창군 아산면 중촌길 20-5 ,"['#고창군', '#맛집', '#생선요리', '#음식', '#장어구이', '#해물요리']"
고창옹기,"고창옹기는 6대째 가업을 이어오는 무공해 전통옹기로 500년 전부터 옹기(항아리) 마을로 널리 알려진 전북 고수면 자암리에 일찌감치 자리 잡고 있다. 옛날에는 온 마을이 옹기 생산을 하였으나, 산업화에 밀려 지금은 고창옹기만이 그 명맥을 유지하며 무공해 전통옹기 제작품을 만들고 있으며, 옛 가마터를 원형 그대로 보존하고 있다. 급속한 현대화와 더불어 우리에게 닥친 여러 산업공해 속에서 신음하는 현대인의 삶에 활력을 불어넣기 위하여 솔잎재와 약토를 1:1로 배합하여 무공해 유약을 직접 만들어 100% 살아 숨 쉬는 옹기(항아리)를 만들고 있고, 1년에 수차례에 걸쳐 국가공인 보건환경연구원에 중금속 함유 여부를 검사하고 있으며, 조상들이 써왔던 전통적인 방법으로 흙을 직접 수배해서 제품을 생산하고 있다. 근래에는 젓갈이나 간장, 된장, 고추장, 김치 등 발효음식을 담을 수 있는 용기나 건강에 좋은 복분자주, 매실주, 솔잎주, 진액 등을 담는 용기로 각광을 받고 있다.",전북특별자치도 고창군 고수면 장암길 20 ,"['#쇼핑', '#옹기', '#용기', '#항아리']"
고창 자수,"고창 전통자수 전시 판매장에서는 우리 고유의 전통공예품, 민속공예, 선물용품 등을 판매하고 있으며 전통자수전시 및 공방이 있다. 고창의 전통자수와 전통매듭을 체험하고 배울 수 있는데, 기초부터 단계별로 준비되어 있어 각자가 원하는 대로 체험이 가능하다. 매주 일요일은 휴무이다. 단체일 경우에는 사전에 예약을 하는 것이 좋다.",전북특별자치도 고창군 고창읍 동리로 120 ,"['#고창전통자수전시판매장', '#기념품판매', '#쇼핑', '#전라권']"
"해리장 (4, 9일)","해리시장은 고창군에서 가장 오래된 전통시장이다. 조선시대 때부터 장이 서던 곳으로, 200여 년 전통을 가지고 있다. 127개의 점포를 갖추고 있는 전형적인 시골장터로써 주민들이 주로 수산물, 농산물 및 생활용품을 판매 구입하는 역할을 하는 5일 시장이다. 매월 4, 9, 14, 19, 24, 29일에 장을 선다.",전북특별자치도 고창군 해리면 남시길 16-1 ,"['#가족여행', '#기차여행', '#나들이', '#나홀로여행', '#먹거리', '#쇼핑', '#시장맛집', '#아이와함께', '#연인과함께', '#오일장', '#전라권', '#전통시장', '#전통시장투어', '#친구와함께', '#해리장']"
장호갯벌체험장,"유네스코 세계자연유산으로 선정된 장호갯벌의 장호갯벌체험장은 매년 1만명 이상의 방문객이 찾아오시는 고창 장호어촌체험마을에서 관리한다. 장호갯벌은 4km가 넘는 명사십리 백사장의 환상적인 경관이 탄성을 자아내게 한다. 깨끗하고 맑은 고창 앞바다는 해수욕과 갯벌 체험 두 가지 모두가 가능하다. 낭만으로 가득한 해질녘의 바다노을 역시 최고의 관광 포인트이다.전세계에서 인정받은 고창갯벌은 천혜의 자연학습장으로 고창갯벌체험장에서는 단단하고 깨끗한 갯벌에서 조개캐기, 후릿그물체험, 해변승마체험을 할 수 있다. 2016년 삼시세끼 고창편에서도 소개되었던 장호 갯벌은 동죽과 노랑조개로 가득해 사계절 항시 체험이 가능하다.또한, 장호어촌체험마을에는 샤워시설, 숙박시설, 교육관, 장호갯벌체험학습관 등의 시설을 운영한다.근처에 글램핑, 동물농장, 수영장이 갖추어진 상하농원이 있다.",063-562-9390 063-562-9390 http://www.고창장호어촌체험마을.kr 전북특별자치도 고창군 명사십리로 282-42 사전확인 후 방문(물때에 따라 다름) 사전확인 후 방문(물때에 따라 다름) 보유 (무료) 조개캐기/후릿그물/체험해변승마체험 전연령 더보기,"#관광지, #장성가볼만한곳, #장성수상레져, #장성여행, #장성워터파크, #전라남도여행, #전라남도여행지추천"
도솔계곡(선운산),"호남지역에서 단풍이 유명한 지역으로 내장산과 고창일대를 꼽는다. 특히 고창 선운산 일대의 도솔계곡은 1년 중 붉은 꽃이 3번 핀다고 한다. 봄에는 천연기념물로 지정되어 있는 동백나무숲이 그 붉은 색을 뽐내고, 이른 가을에는 꽃무릇이 피고, 꽃무릇이 지고나면 바로 단풍이 그 화려한 자태를 선보인다. 선운사에서 도솔암으로 도솔천을 따라가며 가을을 붉게 물들인 단풍, 겨울엔 하얀 설경이 유명하다. 2009년 명승으로 지정된 도솔계곡 일원은 사계절 아름답다.호남의 내금강으로 불리우는 선운산은 일명 도솔산이라고도 한다. 명승 고찰 선운사를 품에 안은 선운산은 숲이 울창하고 기암괴석이 많으며, 계곡을 따라 진흥굴, 용문굴, 낙조대, 천마봉과 같은 절경이 곳곳에 흩어져 있다. 선운사관광지 주차장 앞에 계곡에는 천연기념물 송악이 있고, 선운사에서 도솔암을 따라 올라가다 보면 진흥굴 옆에 천연기념물 장사송이 자리하고 있다. 선운사 대웅전 뒤편의 동백숲은 천연기념물로 지정되어 있다.",선운산도립공원 관리소 063-560-8681선운산도립공원 문화관광안내소 063-560-8687 선운산도립공원 관리소 063-560-8681선운산도립공원 문화관광안내소 063-560-8687 고창 문화관광https://tour.gochang.go.kr/ 전북특별자치도 고창군 아산면 선운사로 250 일출~일몰시까지 연중무휴 가능 더보기,"#가족여행, #고창여행, #관광지, #도솔계곡, #문화관광해설사, #선운산, #여름가볼만한곳, #여름여행, #자연"
고창하전갯벌마을,"심원면 하전 갯벌마을은 아름다운 어촌 100개 마을로 선정된 곳이다. 10km의 해안선과 1200Ha에 이르는 광활한 갯벌이 펼쳐진 마을로 연간 4천톤의 바지락을 생산하는 전국 최대 바지락 생산지이다. 지역 특산품인 바지락 외에 꽃게, 골뱅이, 소라잡기 체험 등이 이루어지고 있으며 일반형, 가족형, 단체형, 숙박형 프로그램이 있다. 하전마을은 갯벌의 산 교육장으로 전국적인 웰빙 갯벌생태 체험학습장으로 유명한 여행지이다.하전마을의 자랑거리인 바지락을 비롯하여 장어, 왕새우, 굴, 숭어, 지주식 황토김 등의 해산물을 산지에서 직거래로 구입할 수 있다. 이 외에도 마을안에서 숙박이 가능하며,  4월에서 10월까지 갯벌체험 가능하고 갯벌체험 안내센터 앞에는 외부 관광객들을 위한 넓은 주차장과 갯벌에서 각종 체험 후 말끔히 씻을 수 있는 세족장이 갖추어져 있고, 식당, 샤워장 등의 각종 편의시설과 응급상황을 대비한 구급약품 세트 등을 갖추고 있다.주변 가볼 만한 곳으로 선운사, 고창읍성, 상아농원 등이 있다.","063-563-0117 063-563-0117 http://www.xn--hz2b11tl8a4vq5ocpar87bn3a.kr/ 전북특별자치도 고창군 심원면 서전길 30 저조 3~4시간 전 ( 물때 참조 ) 11월~3월 / 갯벌체험 : 매주 월요일 휴관 있음 (100대) 갯벌체험 4월~10월 [갯벌체험]- 개인 : 성인 12,000원 / 학생 (초,중,고) 8,000원 / 영유아 6,000원- 단체 : 성인 10,000원 / 청소년 7,000원 / 어린이: 5,000원 정보화마을센터 경사로로 접근 가능함_무장애 편의시설 갯벌장까지 경사로 및 차량접근이 가능 더보기","#가족여행, #갯벌체험, #관광지, #이색체험, #전라권, #체험, #체험학습"
안현돋음볕마을,"부안면 송현리에 위치한 안현마을은 앞으로는 도립공원 선운사가 인접해 있고, 마을 사이로 난 담벼락에는 국화 그림과 함께 서정주의 시 「국화 옆에서」가 쓰여 있고, 마을 주변으로 미당 서정주 시인의 생가가 있으며 미당시문학관이 자리를 잡고 있다. 가을이면 노란 소국이 마을 능선을 따라 만개하여 피어있는 곳이다. 어느 농촌에서나 볼 수 있는 농어촌 마을로 주로 안현마을 사람들은 농업에 종사하고, 가을철에는 국화꽃으로 농가소득 증대에 힘쓰고 겨울철에는 청국장과 메주로 농가소득에 힘쓰고 있어 풍성하고 넉넉한 시골 인심이 그대로 살아 움직이고 있는 마을이다.주변 관광지로 인촌 선생 생가와 소요사가 있어 함께 둘러보는 것도 좋다.",063-560-8511(부안면사무소) 063-560-8511(부안면사무소) http://gochang.grandculture.net/gochang 전북특별자치도 고창군 부안면 안현길 14 연중개방 가능요금(무료) 더보기,"#가족여행, #가족힐링, #고창여행, #관광지, #농촌, #미당서정주, #서정주, #아이와함께, #자연마을, #자연좋은곳, #자연환경"
석상암(고창),"석상암은 선운사와 함께 백제 시대에 창건된 기록이 전하며, 이후 1665년(현종 6)에 승려 학철이 중창한 선운사의 산내 암자로 승려들의 수행 장소이다. 선운산에 위치해 있으며 절 이름은 절의 서쪽 30m 지점의 평상처럼 생긴 넓은 바위에서 유래하였다. 법당은 최근 건물로서 옥돌의 관세음보살좌상을 봉안하였고, 보살상 뒤에는 1765년(영조 30)에 조성된 후불탱화를 중심으로 같은 해에 조성한 칠성탱화, 지장탱화, 신중탱화 등이 좌우에 있다. 현재는 법당과 칠성각만이 남이 있으며, 주변 네 곳에 건물 터가 있는 점으로 미루어 본래는 규모가 큰 사찰이었음을 알 수 있다. 크고 웅장한 규모가 잘 갖춰진 본사 선운사와 달리 작지만 아담하고 담박한 정취가 물씬 풍기는 암자이다. 석상암은 자랑할 만한 큰 전각이나 국보급 불상은 없지만 암자 주위의 자연환경이나 그 공간이 주는 느낌이 매력적인 곳이다.",063-560-8554 063-560-8554 http://gochang.grandculture.net/gochang 전북특별자치도 고창군 아산면 선운사로 250 상시개방 연중무휴 가능 (선운산도립공원 공영주차장)요금 (무료) 무료 더보기,"#고창여행, #관광지, #불교, #불교문화, #사찰, #사찰여행, #선운산, #선운산도립공원, #역사, #자연속으로, #자연환경, #전통사찰, #한국불교, #휴식공간, #휴식여행, #휴식하기, #휴식하기좋은곳"
만화서원,"제주고씨 고인상이 선조 문충공 고경을 주벽으로, 문영공 고용현과 화당 고만욱을 추배하기 위해 건립한 서원이다. 고창군 신림면 무림리 만화마을에 위치해 있다. 문충공파 파조 고경은 고려말의 문신으로 호는 휴옹, 시호은 문충 또는 문영으로 이부상서 백연의 아들로 다섯 살에 시를 지었고 열두 살에 논어를 외우니 당시에 옥산의 신동이라 하였다. 충렬왕 18년(1292) 16세에 친명으로 문과에 급제하여 벼슬길에 올랐다. 목은 이색, 포은 정몽주, 야은 길재 등이 공을 스스의 예로 존경하고 충효가 동방의 으뜸이 된다 하였다. 또한, 고용현은 고려 후기의 충신이며 고만욱은 고인상의 부친으로, 부모상을 당했을 때 예를 극진히 하였다고 한다. 만화서원의 사당은 3칸, 강당은 4칸으로 모두 팔작지붕이며 동재는 4칸, 서재는 3칸이다. 그 외에 외삼문 1동이 있다. 문충고파 고씨 후손들은 전라북도 옥구군 옥산면의 염의원과 이곳 만화서원에서 공을 주벽으로 모시고 매년 제향을 올리고 있다. 만화서원은 고려 후기의 제주고씨 고경과 고용현의 충신으로서의 성격을 파악하는 데 중요한 자료이다.",063-560-8554 063-560-8554 http://gochang.grandculture.net/gochang 전북특별자치도 고창군 신림면 만화길 50 상시개방 연중무휴 무료 더보기,"#고창여행, #관광지, #문화재, #서원, #역사, #역사공부, #역사관광지, #역사를품은곳, #역사문화재, #역사속, #역사속으로, #역사유적, #역사유적지, #역사이야기, #역사탐방, #역사탐험"
용화사(고창),용화사는 대산면 연화마을 뒤편 야트막한 구릉에 자리한 한국불교태고종 사찰로 1950년에 세워졌다. 비교적 최근에 지어진 근현대 사찰이지만 꿈속에서 ‘산속에 내가 묻혀 있으니 나를 모셔다 절을 지으라’는 현몽을 통해 용화사를 건립했다고 한다. 용화사 미륵전에는 전라북도문화재자료로 지정된 용호사 미륵석불입상(미륵여래입상)이 본존으로 봉안되어 있다. 용화사 미륵석불입상은 얼굴이 크고 신체표현이 섬세하지 않은 고려시대 이후 거불의 전통을 계승한 조선시대 불상이다.2001년 개축한 정면 3칸·측면 2칸의 대웅전에 주존불인 석가여래좌상과 협시보살인 세지보살·관음보살 그리고 지장보살좌상이 있다.,063-562-8531 063-562-8531 http://gochang.grandculture.net/gochang 전북특별자치도 고창군 대산면 연화길 88-56 연중무휴 가능 (주차공간 협소) 더보기,"#고창여행, #관광지, #불교, #불교문화, #사찰, #사찰여행, #자연속으로, #자연환경, #전통사찰, #한국불교, #휴식공간, #휴식여행, #휴식하기, #휴식하기좋은곳"
보리나라 학원농장,"15만 평 넓은 들녘을 보리밭 하나로 일궈놓은 보기 드문 대농원이다. 봄에는 국내 최대 규모의 보리밭을, 가을에는 메밀밭을 만나볼 수 있다. 농장이 관광농원으로 인가되고, 이와 같은 볼거리가 세상에 알려지면서 많은 관광객과 사진작가들이 찾고 있는 관광지로 자리 잡게 되었으며, 다양한 드라마, 영화, CF 등의 촬영지로도 주목받게 되었다. 이에 따라 학원농장은 경관 농업에 전념하며, 더욱 아름다운 풍경을 제공하기 위해 노력하고 있다.또한 학원농장의 주 생산물인 보리와 메밀이 가장 아름답게 피어나는 시기에는 청보리밭 축제, 메밀꽃 축제 등 다양한 축제와 이벤트를 개최하고 있으며, 농장을 찾는 관광객을 위하여 보리와 메밀을 원재료로 하는 다양한 음식을 판매하는 식당, 차·음료·간식 등을 판매하는 매점 및 가공 농산물 판매장, 숙박시설 등 다양한 부대시설을 운영하고 있다.",학원농장 063-564-9897 학원농장 063-564-9897 보리나라 학원농장http://www.borinara.co.kr 전북특별자치도 고창군 공음면 학원농장길 158-6 - 산책로 일출~일몰 시- 식당/카페 09:00~18:30 (라스트오더 17:20) 연중무휴 가능 고창 청보리밭축제 / 여름가을꽃잔치 등 장애인전용 주차구역 있음_무장애 편의정보 경사로 있음 주출입구 무단차이동통로 넓음 더보기,"#2024_여행가는달과함께하는_발도장여행지, #가볼래터, #가족여행, #고창드라마촬영지, #고창여행, #관광지, #나들이, #데이트코스, #드라마촬영지, #산업관광, #산업관광지, #아이와함께, #여행구독, #연인과함께, #이색체험, #자연좋은곳, #체험, #체험학습, #친구와함께, #휴식공간, #휴식여행, #휴식하기, #휴식하기좋은곳, #힐링"
"고창장 (3, 8일)","고창읍내장이 언제부터 열렸는지 명확하지는 않지만, 『동국문헌비고』에 고창읍내장은 3일과 8일에 열린다라고 기록되어 있어 1770년대 이전부터 5일 장이 열렸다는 것을 알 수 있다. 현재 상설시장과 5일 장을 함께 운영하고 있다.조선 말기 고창 읍내장은 동부시장과 서부시장으로 나뉘어 열렸다. 고창읍성을 기준으로 북서쪽이 서부시장이고, 북동쪽이 동부시장으로 불렸다. 한국전쟁이 끝난 뒤 동부시장이 서부시장(고창전통시장)에 합쳐져 현재는 한 곳만 운영하고 있다. 읍내를 가로지르는 고창천을 사이에 두고 길게 펼쳐지는 장터는 채소전을 비롯하여 가축전, 어물전, 잡화전, 과일전 등으로 나뉘어 열리고 있다. 고창장은 한때 전북 서북부 지방의 대표적 장터로 손꼽힐 만큼 규모가 컸으나 지금은 거의 옛 모습을 찾아보기 힘들 정도로 현대화되어 다소 아쉬움을 남긴다",063-560-2356(고창군청 소상공인육성팀) 063-560-2356(고창군청 소상공인육성팀) 전북특별자치도 고창군 고창읍 동산5길 24 (고창읍) 06:00~21:00(업체별 상이) 상설시장 연중무휴 가능 (무료) 783평 고창무/ 땅콩 / 배 / 청결미 / 고창수박 더보기,"#가족여행, #고창시장, #고창여행, #나들이, #나홀로여행, #먹거리, #쇼핑, #아이와함께, #연인과함께, #오일장, #전통시장, #전통시장투어, #친구와함께"
뚜라조각공원,"뚜라조각공원은 홍익대학교 미술대학 조소과를 나온 조각가 부부 김용태, 이소훈이 건립한 공원으로 뚜라 라는 명칭은 이탈리아어로 조각을 뜻하는 스쿨 뚜라의 이태리식 표현에서 따온 것이다조각가 김용태는 독자적이고 주체적인 길을 찾아 나서던 중 고향인 고창읍 죽림리 당촌마을의 지역 주민과 함께 미술 활동을 공유하기 위하여 2000년에 고향인 고창으로 돌아와서, 뚜라조각공원을 건립하게 되었다. 총면적은 4,000㎡로 잔디밭에 있는 조각들을 감상할 수 있는 산책로와 김용태, 이소훈 부부의 조각 작품을 전시한 조각 갤러리, 그리고 미술 교육을 위한 작업장과 가마가 설치되어 있다. 잔디밭과 풀밭 곳곳에 설치되어 있는 크고 작은 조형물들은 철재, 석재, 흙 등 다양한 소재로 만들어져 있으며, 해학과 풍자가 흐르는 작품도 간혹 보이지만 대개는 고뇌하는 인물 군상을 표현하는 작품들이다. 어린이와 일반인을 대상으로 한 토기 굽기 등의 미술 체험 프로그램도 운영되고 있다.",063-561-2264 063-561-2264 https://tour.jb.go.kr 전북특별자치도 고창군 고창읍 죽림리 86-5 09:00~19:00 연중무휴 가능요금(무료) 더보기,"#고창공원, #고창여행, #공원, #관광지, #도자기체험, #조각공원, #체험학습"
고창문화의전당,"고창문화의 전당이 건립된 2008년 12월 5일 이전까지 고창군의 문화 행사와 관련된 대표적인 전시·공연장은 1988년 착공하여 1990년 완공된 동리국악당이었다. 그러나 동리국악당은 총 500석 수용 규모에다 작은 무대로 인해 수준 높은 공연물을 유치하기에 부족함이 많았고 시간이 흐를수록 일반 기념 행사장 용도로 주로 사용되었다. 이에 갈수록 커져가는 고창군민들의 문화에 대한 욕구를 충족시킬 수 있는 새로운 시설이 필요하게 되었고 최첨단 장비를 갖춘 625석 규모의 복합 문화 공간인 고창문화의 전당이 건립될 수 있었다.고창문화의 전당은 고창군의 전통문화와 예술을 계승하고 풍요롭게 만들 수 있는 문화 예술 창작 활동의 장소를 제공하여 군민들이 다양한 문화 예술을 향유할 수 있도록 함과 더불어 고창 지역 문화 발전에 기여하기 위해 건립되었다. 고창농악의 [소고]와 [12발 상모]를 형상화한 건물외형으로 연간 100회 이상 공연, 전시, 영화가 이루어지고 있으며 연간 6만여 명의 관람객이 방문하는 곳이다.","063-560-8041~2 063-560-8041~2 https://www.gochang.go.kr 전북특별자치도 고창군 고창읍 모양성로 11 [공연장]- 08:00~22:00- 08:00~12:00 / 13:00~17:00 / 18:00~22:00[전시실]- 09:00~22:00 공연에 따라 상이 가능요금(무료) 공연에 따라 상이 건축면적 3942㎡ 정기회원(회원증 확인시) 에 한하여 20% 할인 주출입구에 경사로가 완만하게 설치되어 있음 관람석 내 장애인 전용 좌석 있음 (8석)- 다열 맨 뒷줄 4석, 가열 맨 뒷줄 4석 더보기","#고창여행, #데이트코스, #문화공간, #문화시설, #문화행사, #사계절, #상설공연, #아이와함께, #연인과함께, #음악회, #휴식공간, #휴식여행, #휴식하기, #휴식하기좋은곳"
선운산 낙조대,낙조대는 선운산도립공원 내에 위치한 곳이다. 낙조대는 해발 335m 밖에 안되지만 눈앞의 도천저수지와 칠산 앞바다와 곰소만 등이 한눈에 들어온다. 특히 선운산의 낙조대는 접근하기가 쉬워 온 가족이 함께 서해로 떨어지는 장엄한 낙조의 장관을 만끽할 수 있다. 선운산 낙조대에서 보는 일몰은 주변의 저수지와 능선이 어울려 일대 장관이다. 하늘과 바다가 한 빛으로 붉게 물들어 태양이 바닷물 속으로 빠져드는 황홀한 경치를 볼 수 있다.,"선운산도립공원 관리소 063-560-8681선운산도립공원 문화관광안내소 063-560-8687 선운산도립공원 관리소 063-560-8681선운산도립공원 문화관광안내소 063-560-8687 https://tour.gochang.go.kr/ 전북특별자치도 고창군 아산면 선운사로 158-6 하절기 08:00~19:00동절기 08:30~17:00 연중무휴 가능요금(무료) - 일반 3,000원- 청소년, 군인 2,000원- 어린이 1,000원 더보기","#가족과함께, #고창여행, #관광지, #낙조, #낙조명소, #일몰명소, #자연, #풍경좋은곳"
천마봉,"아산면 삼인리에 있는 선운산 천마봉은 도솔암 남쪽에 자리 잡은 봉우리이다. 기상이 준엄하여 장군봉이라고도 한다. 진흥굴을 지나 도솔암 입구에 도착하면 하늘을 찌를 듯한 절벽이 나오는데 이곳이 바로 천마봉이다. 천마봉에 서면 서해바다가 한눈에 들어오고 도솔천의 비경이 발아래 내려다보이며 선운사 안쪽 풍경이 한눈에 들어온다. 또한, 이곳은 아름다운 일몰을 감상할 수도 있는 곳이기도 하다. 천마봉은 말이 하늘을 뛰어오르는 형상을 지녔다고 해서 나온 말로 인접한 낙조대와 함께 가장 많이 다녀가는 관광명소 중 하나이다.천마봉은 수리봉과 함께 선운산의 유명한 산행 코스로 길이는 10km가 넘는다. 거리가 꽤 긴 산행코스이지만 고도가 높지 않고 경사도 가파르지 않아 어렵지 않게 완주할 수 있는 코스이기도 하다. 산운사 원점 회귀 기준으로 천마봉와 낙조대를 둘러보는 것은 선운산과 천마봉이 선사하는 비경을 온전히 내 것으로 만드는 경험이 될 것이다.",063-563-3450 063-563-3450 https://tour.gochang.go.kr 전북특별자치도 고창군 아산면 삼인리 08:00~19:00※ 자세한 사항은 전화문의 연중무휴 가능 무료 더보기,"#고창여행, #관광지, #낙조, #낙조명소, #등산, #산, #선운산, #선운산도립공원, #자연, #자연여행, #자연좋은곳, #자연풍경, #자연환경, #전망좋은곳, #풍경좋은곳"
선운사 백파율사비,"백파율사의 업적을 기리기 위해 조성한 이 비석은 선운사 입구로 들어서서 오른쪽 숲 속의 부도 밭에 세워져 있다. 조선 철종 9년(1858)에 건립한 것으로 비명(碑銘)은 조선시대의 대명필가인 추사(秋史) 김정희(金正喜)의 필적이다. 조선조의 억불정책에도 불구하고 오랜 침체기를 헤치며 조선후기 불교의 참신한 종풍(宗風)을 일으킨 화엄종주(華嚴宗主) 백파율사의 업적이 적혀 있는 이 비석은, 네모난 받침 위에 몸통을 세우고 지붕돌을 씌운 모습으로 되어 있다.","063-561-1422 063-561-1422 http://www.seonunsa.org 전북특별자치도 고창군 아산면 선운사로 250 (아산면) 06:00~19:00 연중무휴 가능요금 (2,000원) 전북특별자치도 유형문화유산 선운사백파율사비  (1986.09.09 지정) 무료 더보기","#고창여행, #관광지, #역사, #역사공부, #역사관광지, #역사를품은곳, #역사문화재, #역사속, #역사속으로, #역사여행, #역사유적지, #역사이야기, #역사탐험, #전북특별자치도유형문화재"
진흥굴,"신라 제24대 진흥왕은 어린 시절부터 불교에 뜻을 두었다가 말년, 왕위를 물려주고 선운사로 와서 승려가 되었는데, 진흥왕이 맨 먼저 찾아온 곳은 지금 선운산의 사자암 앞에 있는 석굴로서 좌변굴이라 불리는 곳이었다. 후세에 이 굴의 명칭을 진흥굴이라 고친 것은 진흥왕이 친히 거처하며 수도하였기 때문이라는 것이다. 진흥왕은 승려가 된 후 이름을 법운자라 칭하고 사랑하는 공주 중애를 위하여 중애암, 왕비의 별호인 도솔의 이름을 따서 도솔암을 건립하고 이곳에서 일생을 마쳤다고 한다. 진흥굴 바로 앞에는 삼인리의 장사송이 있다. 나무의 나이는 약 600살 정도로 추정되며, 나무 높이는 23m이다. 고창 사람들은 이 나무를 ‘장사송’ 또는, ‘진흥송’이라고 하는데, 장사송은 이 지역의 옛 이름이 장사현이었던 것에서 유래한 것이며, 진흥송은 옛날 진흥왕이 수도했다는 진흥굴 앞에 있어서 붙여진 이름이다. 나무의 모양이 아름답고 생육상태가 양호하며 보기 드물게 오래된 소나무로써 보존가치가 인정되어 천연기념물로 지정하여 보호하고 있다.",063-560-8681(선운산도립공원) 063-560-8681(선운산도립공원) http://gochang.grandculture.net/gochang 전북특별자치도 고창군 아산면 선운사로 250 (아산면) 상시 연중무휴 가능요금(무료) 더보기,"#고창여행, #관광지, #동굴, #역사, #자연, #자연발생, #자연속으로, #자연여행, #자연좋은곳, #자연풍경, #자연환경, #진흥왕"
도산서당,"도산서원의 초창연대는 정확하게 알 수 없으나 17세기 경 진사 오도환이 자신의 자제와 인근 아이들을 교육하던 곳이다. 예조참판을 역임한 오도환의 사위 정택신이 물려받아 집과 함께 관리하였으나 1862년에 만수 김영철이 매수하였다. 김영철이 옛 서당을 헐고 새 건물을 짓기를 원하자 김영철의 장손인 회천 김재종이 작은아버지 김순묵의 조언을 받아 1907년에 새롭게 강당을 건립하였고, 김영철의 호를 따 ‘만수당’이라 편액 하였다. 도산리에 자리 잡고 있어 도산서당이라고 이름 붙였지만 일명 섬뜸서당이라 불렸으며, 일찍부터 인재 양성을 위한 교육 기관으로서의 역할을 수행하였다. 도산서당의 동쪽에는 정면 3칸, 측면 3칸의 회천정사가 배치되어 있고, 뒤쪽에는 연지를 파고 후원을 꾸몄으며, 연지 옆에는 작은 정자가 세워져 있다. 비교적 관리가 잘 되고 있지만, 건물 왼쪽 쪽마루에 훼손이 있고, 기단부가 밀려나고 있다. 만수당의 편액은 전라감사 김성근의 필체이다.",063-560-2444 (고창군 문화예술과) 063-560-2444 (고창군 문화예술과) http://gochang.grandculture.net 전북특별자치도 고창군 고창읍 도산1길 4 (고창읍) 상시 연중무휴 가능 더보기,"#고창군향토문화유산, #고창여행, #관광지, #문화재, #역사, #역사공부, #역사관광지, #역사를품은곳, #역사문화재, #역사속, #역사속으로, #역사여행, #역사유적, #역사유적지, #역사탐방, #역사탐험, #향토문화유산"
신림저수지,"신림저수지는 신림면의 자포리와 송용리, 반룡리, 세곡리에 걸쳐 있으며, 신림면과 부안면, 흥덕면 일대에 관개용수를 공급하기 위하여 건립된 저수지이다. 1952년 착공하여 1956년에 준공되었으며 고창의 33개 저수지 중 가장 규모가 크다. 신림저수지는 방장산(734m)에서 발원하는 갈곡천 상류를 막아 만든 평지형 저수지로 방장산에서 발원한 맑은 물이 흘러들어 수원이 좋고 수심이 깊어 안정된 좋은 낚시터가 형성되어 있다. 주로 대형 붕어와 잉어가 잡힌다. 신림저수지로 흘러드는 소하천으로는 세곡천, 유점천, 반룡천, 덕화천, 월평천 등이 있다.",063-560-1504 (한국농어촌공사 고창지사) 063-560-1504 (한국농어촌공사 고창지사) http://tour.jb.go.kr/index.do 전북특별자치도 고창군 신림면 왕림로 130 상시 연중무휴 불가 무료 더보기,"#고창여행, #관광지, #산책하기좋은곳, #자연, #자연속으로, #자연여행, #자연좋은곳, #자연풍경, #자연환경, #저수지, #휴식하기좋은곳, #힐링산책"
